21:55:51.052845 0
21:55:51.089231 0
21:55:51.089252 0
21:55:51.089970 517
21:55:51.126711 0
21:55:51.128886 1380
21:55:51.128908 0
21:55:51.129750 1380
21:55:51.129764 0
21:55:51.129786 1214
21:55:51.129796 0
21:55:51.136537 126
21:55:51.136733 773
21:55:51.173656 242
21:55:51.212835 0
21:55:51.212868 0
21:55:51.510299 1380
21:55:51.510319 471
21:55:51.510333 0
21:55:51.510353 34
21:55:51.511272 1380
21:55:51.511280 0
21:55:51.511296 1380
21:55:51.511303 555
21:55:51.511306 0
21:55:51.511315 31
21:55:51.539223 34
21:55:51.539290 0
21:55:51.539890 504
21:55:51.539902 31
21:55:51.539945 0
21:55:52.398051 35
21:55:52.398824 1380
21:55:52.398841 0
21:55:52.398867 1380
21:55:52.399864 1380
21:55:52.399874 0
21:55:52.399895 303
21:55:52.399904 31
21:55:52.399911 33
21:55:52.399918 207
21:55:52.399925 31
21:55:52.399932 34
21:55:52.399938 794
21:55:52.399944 31
21:55:52.399948 0
21:55:52.399950 34
21:55:52.399956 389
21:55:52.399963 31
21:55:52.399970 34
21:55:52.400209 0
21:55:52.402091 847
21:55:52.402111 31
21:55:52.402120 34
21:55:52.402127 1288
21:55:52.402140 0
21:55:52.402163 31
21:55:52.446056 0
21:55:52.451678 33
21:55:52.451698 0
21:55:52.452355 276
21:55:52.452365 0
21:55:52.452382 31
21:55:52.452391 0
21:55:52.452402 34
21:55:52.452406 0
21:55:52.452415 349
21:55:52.452423 31
21:55:52.452427 0
21:55:52.452435 0
21:55:52.453654 34
21:55:52.453668 0
21:55:52.453685 408
21:55:52.453692 0
21:55:52.453701 31
21:55:52.453705 0
21:55:52.455908 34
21:55:52.455922 0
21:55:52.455943 696
21:55:52.455948 0
21:55:52.455961 31
21:55:52.455966 0
21:55:52.455975 33
21:55:52.455979 0
21:55:52.455988 196
21:55:52.455994 0
21:55:52.456002 31
21:55:52.456006 0
21:55:52.456014 34
21:55:52.456017 0
21:55:52.456026 422
21:55:52.456030 0
21:55:52.456039 31
21:55:52.456043 0
21:55:52.456055 34
21:55:52.456059 0
21:55:52.456068 718
21:55:52.456075 0
21:55:52.456083 31
21:55:52.456088 0
21:55:52.456099 33
21:55:52.456106 0
21:55:52.456821 200
21:55:52.456830 0
21:55:52.456845 31
21:55:52.456899 0
21:55:52.520775 34
21:55:52.520914 0
21:55:52.521340 954
21:55:52.521366 0
21:55:52.521395 31
21:55:52.521517 0
21:55:52.620142 34
21:55:52.620156 579
21:55:52.620169 0
21:55:52.620181 31
21:55:52.620185 34
21:55:52.620188 728
21:55:52.620191 0
21:55:52.620195 31
21:55:52.620198 33
21:55:52.620203 204
21:55:52.620205 0
21:55:52.620209 31
21:55:52.620212 34
21:55:52.620216 340
21:55:52.620218 0
21:55:52.620221 31
21:55:52.620225 34
21:55:52.620229 735
21:55:52.620230 0
21:55:52.620234 31
21:55:52.620238 33
21:55:52.620241 195
21:55:52.620243 0
21:55:52.620247 31
21:55:52.620250 34
21:55:52.620254 315
21:55:52.620256 0
21:55:52.620260 31
21:55:52.620263 34
21:55:52.620266 745
21:55:52.620269 0
21:55:52.620272 31
21:55:52.620276 33
21:55:52.620804 196
21:55:52.620833 0
21:55:52.620853 31
21:55:52.620863 34
21:55:52.620875 386
21:55:52.620882 0
21:55:52.620893 31
21:55:52.622231 0
21:55:52.659662 1380
21:55:52.659680 0
21:55:52.659701 1380
21:55:52.659707 0
21:55:52.662322 1380
21:55:52.662343 0
21:55:52.662368 1380
21:55:52.662376 0
